cnp;produto;gh_ou_hmr3;laboratorio;desconto;pva;pvp;iva_valor
4340493;CIPROF MG GES CPR REV 250 MG X 8;GH0048 - Ciprofloxacina | A101 | Oral | 250 mg | [6-8];GENERIS;0,25;2,976;4,34;0,06
4340899;CIPROF MG GES CPR REV 500 MG X 16;GH0052 - Ciprofloxacina | A101 | Oral | 500 mg | [9-16];GENERIS;0,5;7,221;10,87;0,06
4340790;CIPROF MG GES CPR REV 500 MG X 8;GH0051 - Ciprofloxacina | A101 | Oral | 500 mg | [6-8];GENERIS;0,5;3,699;5,16;0,06
4341194;CIPROF MG GES CPR REV 750 MG X 16;GH0053 - Ciprofloxacina | A101 | Oral | 750 mg | [9-16];GENERIS;0,5;10,932;16,55;0,06
5678974;CIPROFLOXACINA AUROVITAS 250 MG 16 COMP;GH0049 - Ciprofloxacina | A101 | Oral | 250 mg | [9-16];GENERIS;0,58;5,802;8,56;0,06
5678966;CIPROFLOXACINA AUROVITAS 250 MG 8 COMP;GH0048 - Ciprofloxacina | A101 | Oral | 250 mg | [6-8];GENERIS;0,58;2,976;4,34;0,06
5679006;CIPROFLOXACINA AUROVITAS 500 MG 16 COMP;GH0052 - Ciprofloxacina | A101 | Oral | 500 mg | [9-16];GENERIS;0,58;7,221;10,87;0,06
5679014;CIPROFLOXACINA AUROVITAS 750 MG 16 COMP;GH0053 - Ciprofloxacina | A101 | Oral | 750 mg | [9-16];GENERIS;0,58;10,932;16,55;0,06
5078480;CIPROT+ET MG GES CPR REV 2 MG X 21;GH0316 - Ciproterona + Etinilestradiol | A101 | Oral | 2 mg + 0.035 mg | [1-30];GENERIS;0,25;1,661;2,83;0,06
5078589;CIPROT+ET MG GES CPR REV 2 MG X 63;GH0317 - Ciproterona + Etinilestradiol | A101 | Oral | 2 mg + 0.035 mg | [31-90];GENERIS;0,25;4,061;5,58;0,06
5641857;CITALOPRAM AUROVITAS 10  X 56;GH0476 - Citalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,45;3,017;4,38;0,06
5641865;CITALOPRAM AUROVITAS 20  X 56;GH0477 - Citalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,45;5,531;8,25;0,06
5641873;CITALOPRAM AUROVITAS 40  X 28;GH0504 - Citalopram | A101 | Oral | 40 mg | [21-60];GENERIS;0,45;6,063;8,86;0,06
5725312;CITALOPRAM MG GES CPR REV 10 MG X 56;GH0476 - Citalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,35;2,856;4,2;0,06
5725627;CITALOPRAM MG GES CPR REV 20 MG X 56;GH0477 - Citalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,35;4,965;6,61;0,06
5725635;CITALOPRAM MG GES CPR REV 40 MG X 28;GH0504 - Citalopram | A101 | Oral | 40 mg | [21-60];GENERIS;0,35;5,451;8,16;0,06
5550058;CLARIT MG GES CPR LP 500 MG X 10;GH0916 - Claritromicina | A102 | Oral | 500 mg | [9-16] unidades;GENERIS;0,45;5,36;8,06;0,06
5550041;CLARIT MG GES CPR LP 500 MG X 6;GH0915 - Claritromicina | A102 | Oral | 500 mg | [1-8];GENERIS;0,45;3,288;4,69;0,06
5837281;CLARIT MG GES CPR REV 250 MG X 16;GH0170 - Claritromicina | A101 | Oral | 250 mg | [6-16];GENERIS;0,2;3,579;5,03;0,06
5837380;CLARIT MG GES CPR REV 500 MG X 16;GH0172 - Claritromicina | A101 | Oral | 500 mg | [6-16];GENERIS;0,45;6,425;9,27;0,06
5430301;CLARITROMICINA AUROVI 500MG 7 CP LP;GH0915 - Claritromicina | A102 | Oral | 500 mg | [1-8];GENERIS;0,4;3,83;5,31;0,06
5430319;CLARITROMICINA AUV 500MG 10 COMP DE LP;GH0916 - Claritromicina | A102 | Oral | 500 mg | [9-16] unidades;GENERIS;0,4;5,36;8,06;0,06
5228531;CLO TROSPIO MG GES CPR REV 20 MG X 20;GH0764 - Cloreto de tróspio | A101 | Oral | 20 mg | [1-20];GENERIS;0,25;2,324;3,59;0,06
5228549;CLO TROSPIO MG GES CPR REV 20 MG X 60;GH0765 - Cloreto de tróspio | A101 | Oral | 20 mg | [21-60];GENERIS;0,4;6,576;9,44;0,06
5209408;CLOPID PHAR MG GES CPR REV 75 MG X 28;GH0736 - Clopidogrel | A101 | Oral | 75 mg | [21-60];GENERIS;0,6;6,335;9,17;0,06
5641816;CLOPIDOGREL AUROVITAS 75 MG 28 COMP;GH0736 - Clopidogrel | A101 | Oral | 75 mg | [21-60];GENERIS;0,6;5,039;7,69;0,06
5727656;CLOPIDOGREL LBF 75MG COM 28;GH0736 - Clopidogrel | A101 | Oral | 75 mg | [21-60];GENERIS;0,6;3,378;4,79;0,06
3401395;CLOTRIMAZOL 1% 40G CRE 1;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;3,45;5,15;0,06
5565932;CLOTRIMAZOL GES CREME 10MG/G 20G;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;2,95;3,95;0,06
5565940;CLOTRIMAZOL GES CREME 10MG/G 50G;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;3,25;5,0;0,06
5565973;CLOTRIMAZOL VAG GES 10MG/G 50G 7APL;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;3,45;5,45;0,06
5770854;CLOZAPINA AUROVITAS 100 MG  X 60;GH0270 - Clozapina | A101 | Oral | 100 mg | [21-60];GENERIS;0,3;8,376;12,19;0,06
5770847;CLOZAPINA AUROVITAS 25 MG X 60;GH0269 - Clozapina | A101 | Oral | 25 mg | [21-60];GENERIS;0,25;3,338;4,75;0,06
5745831;CLOZAPINA MG GES CPR 100 MG X 60;GH0270 - Clozapina | A101 | Oral | 100 mg | [21-60];GENERIS;0,3;13,142;19,06;0,06
5745823;CLOZAPINA MG GES CPR 25 MG X 60;GH0269 - Clozapina | A101 | Oral | 25 mg | [21-60];GENERIS;0,25;5,025;6,68;0,06
7079079;DECUBAL 1 KG C/ DOS;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;29,45;50,71;0,06
6807263;DECUBAL 100 GR CREME;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;9,9;17,05;0,06
6428516;DECUBAL 200 ML LOÇÃO;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;6,7;11,54;0,06
6807271;DECUBAL 250 GR CREME;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;14,1;24,28;0,06
7079087;DECUBAL 475 GR C/DOS;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;17,35;29,88;0,06
6550079;DECUBAL FACIAL 100 GR;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;9,55;16,45;0,06
7081596;DECUBAL UREIA 10 % LOÇÃO CORPORAL  475 ML;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;11,5;19,8;0,06
5146873;DEFLAZ MG GES CPR 30 MG X 20;GH0636 - Deflazacorte | A101 | Oral | 30 mg | [1-20];GENERIS;0,25;9,943;13,97;0,06
5146832;DEFLAZ MG GES CPR 6 MG X 20;GH0637 - Deflazacorte | A101 | Oral | 6 mg | [1-20];GENERIS;0,25;2,846;4,19;0,06
5146857;DEFLAZ MG GES CPR 6 MG X 60;GH0638 - Deflazacorte | A101 | Oral | 6 mg | [21-60];GENERIS;0,25;7,101;10,74;0,06
5723176;DESLORAT MG GES CPR REV 5 MG X 20;GH0844 - Desloratadina | A101 | Oral | 5 mg | [1-20];GENERIS;0,5;2,605;3,91;0,06
5711700;DESLORATADINA AUV 5 MG X 20;GH0844 - Desloratadina | A101 | Oral | 5 mg | [1-20];GENERIS;0,55;1,008;2,09;0,06
5472907;DESLORATADINA GENERIS 2,5 MG ORO. X 30 ;GH0000 - Sem Grupo Homogéneo;GENERIS;0,5;6,335;9,17;0,06
5472915;DESLORATADINA GENERIS 5 MG ORO. X 20 ;GH0881 - Desloratadina | A106 | Oral | 5 mg | [1-20];GENERIS;0,5;3,398;4,82;0,06
5352869;DESOGESTREL AUV 0,075 MG 28 COMP REV  ;GH0984 - Desogestrel | A101 | Oral | 0.075 mg | [1-30];GENERIS;0,1;2,555;3,86;0,06
5352877;DESOGESTREL AUV 0,075 MG 84 COMP REV ;GH0985 - Desogestrel | A101 | Oral | 0.075 mg | [31-90];GENERIS;0,3;6,495;9,35;0,06
4507596;DIAZEPAM LBG 10 MG 40COMP;GH0055 - Diazepam | A101 | Oral | 10 mg | [21-60];GENERIS;0,15;1,118;2,21;0,06
4507497;DIAZEPAM LBG 5 MG 40COMP;GH0057 - Diazepam | A101 | Oral | 5 mg | [21-60];GENERIS;0,15;0,867;1,93;0,06
4631180;DICLOF MG GES CPR REV 50 MG X 10;GH0059 - Diclofenac | A101 | Oral | 50 mg | [1-20];GENERIS;0,5;0,988;2,06;0,06
3203387;DICLOF MG GES CPR REV 50 MG X 60;GH0060 - Diclofenac | A101 | Oral | 50 mg | [21-60];GENERIS;0,5;3,077;4,45;0,06
2785699;DICLOFENAC 100MG CAP RETARD 30;GH0174 - Diclofenac | A102 | Oral | 100 mg | [21-60];GENERIS;0,4;2,735;4,06;0,06
2785798;DICLOFENAC 100MG SUP 12;GH0000 - Sem Grupo Homogéneo;GENERIS;0,3;1,751;2,94;0,06
4617296;DICLOFENAC 50MG COM 10;GH0175 - Diclofenac | A103 | Oral | 50 mg | [1-20];GENERIS;0,29;0,988;2,06;0,06
2785194;DICLOFENAC 50MG COM 60;GH0176 - Diclofenac | A103 | Oral | 50 mg | [21-60];GENERIS;0,35;2,906;4,26;0,06
5326772;DIGESPAN;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;5,25;6,5;0,06
5104682;DOMPER MG GES CPR REV 10 MG X 20;GH0354 - Domperidona | A101 | Oral | 10 mg | [1-20];GENERIS;0,4;1,379;2,51;0,06
5104781;DOMPER MG GES CPR REV 10 MG X 60;GH0355 - Domperidona | A101 | Oral | 10 mg | [21-60];GENERIS;0,4;2,956;4,31;0,06
5053467;DOMPERIDONA AUV 10MG 20 COMP;GH0354 - Domperidona | A101 | Oral | 10 mg | [1-20];GENERIS;0,44;1,319;2,44;0,06
5053541;DOMPERIDONA AUV 10MG 60 COMP;GH0355 - Domperidona | A101 | Oral | 10 mg | [21-60];GENERIS;0,44;2,826;4,16;0,06
5764287;DOMPERIDONA MG 10MG COM 20;GH0354 - Domperidona | A101 | Oral | 10 mg | [1-20];GENERIS;0,35;1,169;2,27;0,06
5764386;DOMPERIDONA MG 10MG COM 60;GH0355 - Domperidona | A101 | Oral | 10 mg | [21-60];GENERIS;0,35;2,675;3,99;0,06
5023924;DONEPE MG GES CPR REV 10 MG X 56;GH0726 - Donepezilo | A101 | Oral | 10 mg | [31-60];GENERIS;0,4;12,017;17,78;0,06
5023833;DONEPE MG GES CPR REV 5 MG X 28;GH0727 - Donepezilo | A101 | Oral | 5 mg | [1-30];GENERIS;0,35;5,642;8,38;0,06
5023841;DONEPE MG GES CPR REV 5 MG X 56;GH0728 - Donepezilo | A101 | Oral | 5 mg | [31-60];GENERIS;0,4;11,505;17,2;0,06
5435664;DONEPEZILO AUROVITAS 10MG 28 CP OD;GH0814 - Donepezilo | A106 | Oral | 10 mg | [1-30];GENERIS;0,51;26,955;38,34;0,06
5690466;DONEPEZILO AUROVITAS 5MG 28 CP;GH0727 - Donepezilo | A101 | Oral | 5 mg | [1-30];GENERIS;0,51;18,549;28,87;0,06
5435649;DONEPEZILO AUROVITAS 5MG 28 CP OD;GH0812 - Donepezilo | A106 | Oral | 5 mg | [1-30];GENERIS;0,51;19,881;26,71;0,06
5687439;DONEPEZILO AUV 10MG 56 COMP;GH0726 - Donepezilo | A101 | Oral | 10 mg | [31-60];GENERIS;0,51;8,607;12,45;0,06
5435672;DONEPEZILO AUV 10MG 56 COMP ORODISPERSÍVEIS;GH0815 - Donepezilo | A106 | Oral | 10 mg | [31-60];GENERIS;0,51;32,81;44,94;0,06
5687421;DONEPEZILO AUV 5MG 56 COMP;GH0728 - Donepezilo | A101 | Oral | 5 mg | [31-60];GENERIS;0,51;7,864;11,61;0,06
5435656;DONEPEZILO AUV 5MG 56 COMP ORODISPERSÍVEIS;GH0813 - Donepezilo | A106 | Oral | 5 mg | [31-60];GENERIS;0,51;28,973;40,61;0,06
5348842;DORZOLAMIDA AUV 20 MG/ML COLÍRIO, SOLUÇÃO 1 FRS 5ML;GH0646 - Dorzolamida | A300 | Oftálmica | 20 mg/ml | [1-5];GENERIS;0,4;3,659;5,12;0,06
5066329;DOXAZOSINA MG GES CPR LP 4 MG X 30;GH0585 - Doxazosina | A102 | Oral | 4 mg | [21-60];GENERIS;0,35;5,039;7,69;0,06
5066345;DOXAZOSINA MG GES CPR LP 8 MG X 30;GH0641 - Doxazosina | A102 | Oral | 8 mg | [21-60];GENERIS;0,35;6,787;9,69;0,06
5660527;DULOXETINA AUB 30 MG 28 CAPS S;GH1038 - Duloxetina | A103 | Oral | 30 mg | [21-60];GENERIS;0,5;6,023;8,82;0,06
5660659;DULOXETINA AUB 60 MG 28 CAPS S;GH1039 - Duloxetina | A103 | Oral | 60 mg | [21-60];GENERIS;0,5;6,508;10,06;0,06
5644000;DULOXETINA AUV 30 MG 28 CAPS S;GH1038 - Duloxetina | A103 | Oral | 30 mg | [21-60];GENERIS;0,51;6,867;9,78;0,06
5644018;DULOXETINA AUV 60 MG 28 CAPS S;GH1039 - Duloxetina | A103 | Oral | 60 mg | [21-60];GENERIS;0,55;7,462;11,15;0,06
5754114;DULOXETINA GENERIS 30 MG X 28;GH1038 - Duloxetina | A103 | Oral | 30 mg | [21-60];GENERIS;0,45;8,245;12,04;0,06
5754122;DULOXETINA GENERIS 60 MG X 28;GH1039 - Duloxetina | A103 | Oral | 60 mg | [21-60];GENERIS;0,55;9,109;13,02;0,06
5775960;DUTAST + TANS AUV 0,5+0,4  X 30;GH1177 - Dutasterida + Tansulosina | A101 | Oral | 0.5 mg + 0.4 mg | [21-60] unidades;GENERIS;0,5;7,573;11,27;0,06
5759865;DUTASTERIDA + TANSULOSINA GENERIS 0,5 MG + 0,4 MG 30 ;GH1177 - Dutasterida + Tansulosina | A101 | Oral | 0.5 mg + 0.4 mg | [21-60] unidades;GENERIS;0,5;13,845;19,86;0,06
5703764;DUTASTERIDA AUV 0,5 MG 60 CAPS;GH1103 - Dutasterida | A101 | Oral | 0.5 mg | [21-60] unidades;GENERIS;0,5;10,762;16,36;0,06
5773452;EBASTINA GENERIS 10MG 20 CP OD;GH1096 - Ebastina | A106 | Oral | 10 mg | [1-20] unidades;GENERIS;0,5;1,992;3,21;0,06
5037106;EBASTINA MG GES CPR REV 10 MG X 20;GH0639 - Ebastina | A101 | Oral | 10 mg | [1-20];GENERIS;0,25;2,836;4,18;0,06
5037122;EBASTINA MG GES CPR REV 20 MG X 20;GH0000 - Sem Grupo Homogéneo;GENERIS;0,25;5,612;8,35;0,06
5742762;ELETRIPTANO GENERIS 40MG 3 CP;GH1175 - Eletriptano | A101 | Oral | 40 mg | [1-6] unidades;GENERIS;0,3;4,356;6,91;0,06
5742770;ELETRIPTANO GENERIS 40MG 6 CP;GH1175 - Eletriptano | A101 | Oral | 40 mg | [1-6] unidades;GENERIS;0,3;9,26;13,19;0,06
3948080;ENAL+H MG GES CPR 20 MG X 56;GH0063 - Enalapril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60];GENERIS;0,25;5,782;8,54;0,06
5763388;ENALAP MG GES CPR 20 MG X 56;GH0067 - Enalapril | A101 | Oral | 20 mg | [21-60];GENERIS;0,35;5,029;7,68;0,06
5758586;ENALAP MG GES CPR 5 MG X 60;GH0071 - Enalapril | A101 | Oral | 5 mg | [21-60];GENERIS;0,25;2,555;3,85;0,06
5624507;ENALAPRIL + LERCAN MG GES 10 MG + 10 MG X 56;GH0951 - Enalapril + Lercanidipina | A101 | Oral | 10 mg + 10 mg | [21-60] unidades;GENERIS;0,4;7,924;11,67;0,06
5624457;ENALAPRIL + LERCAN MG GES 20 MG + 10 MG X 56;GH0953 - Enalapril + Lercanidipina | A101 | Oral | 20 mg + 10 mg | [21-60] unidades;GENERIS;0,4;10,571;16,14;0,06
5553672;ENTACAPONA AUB MG 200 MG 60 CPR REV.;GH0995 - Entacapona | A101 | Oral | 200 mg | [31-60];GENERIS;0,34;17,36;23,85;0,06
5719422;ESCITALOP MG GES CPR REV 10 MG X 56;GH0853 - Escitalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,55;7,773;11,5;0,06
5719505;ESCITALOP MG GES CPR REV 20 MG X 56;GH0854 - Escitalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,55;12,027;17,8;0,06
5719828;ESCITALOPRAM 10 MG COM 56 AUV;GH0853 - Escitalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,4;5,015;6,67;0,06
5719919;ESCITALOPRAM 20 MG COM 56 AUV;GH0854 - Escitalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,4;10,26;15,79;0,06
5594320;ESCITALOPRAM AUB MG 10 MG 56 CPR REV ;GH0853 - Escitalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,55;5,015;6,67;0,06
5594353;ESCITALOPRAM AUB MG 20 MG 56 CPR REV ;GH0854 - Escitalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,55;9,159;13,08;0,06
5687322;ESCITALOPRAM AUV 10 MG 56 COMP REV;GH0853 - Escitalopram | A101 | Oral | 10 mg | [21-60];GENERIS;0,55;5,451;8,16;0,06
5687330;ESCITALOPRAM AUV 20 MG 56 COMP REV;GH0854 - Escitalopram | A101 | Oral | 20 mg | [21-60];GENERIS;0,55;8,994;14,36;0,06
5286265;ESOMEPRAZOL MG GES CAPS GR 20MG X 14;GH0816 - Esomeprazol | A103 | Oral | 20 mg | [1-20];GENERIS;0,45;2,986;4,35;0,06
5286307;ESOMEPRAZOL MG GES CAPS GR 20MG X 56;GH0817 - Esomeprazol | A103 | Oral | 20 mg | [21-60];GENERIS;0,45;6,887;9,8;0,06
5286364;ESOMEPRAZOL MG GES CAPS GR 40MG X 56;GH0818 - Esomeprazol | A103 | Oral | 40 mg | [21-60];GENERIS;0,45;10,922;16,54;0,06
3404688;ESPIRONOLACTONA GENERIS 100MG 60 CP;GH0179 - Espironolactona | A101 | Oral | 100 mg | [21-60];GENERIS;0,15;6,264;9,09;0,06
5061841;ET+GES MG GES CPR REV 20 Y X 21;GH0586 - Etinilestradiol + Gestodeno | A101 | Oral | 0.02 mg + 0.075 mg | [1-30];GENERIS;0,4;1,902;3,11;0,06
5061858;ET+GES MG GES CPR REV 20 Y X 63;GH0587 - Etinilestradiol + Gestodeno | A101 | Oral | 0.02 mg + 0.075 mg | [31-90];GENERIS;0,4;5,27;7,95;0,06
5061866;ET+GES MG GES CPR REV 30 Y X 21;GH0628 - Etinilestradiol + Gestodeno | A101 | Oral | 0.03 mg + 0.075 mg | [1-30];GENERIS;0,4;1,932;3,14;0,06
5061874;ET+GES MG GES CPR REV 30 Y X 63;GH0629 - Etinilestradiol + Gestodeno | A101 | Oral | 0.03 mg + 0.075 mg | [31-90];GENERIS;0,4;4,372;5,93;0,06
5250444;ET+LEVONOR MG GES CPR REV 0,02MG + 0,1MG  X 21;GH0790 - Etinilestradiol + Levonorgestrel | A101 | Oral | 0.02 mg + 0.1 mg | [1-30];GENERIS;0,4;2,786;4,12;0,06
5250451;ET+LEVONOR MG GES CPR REV 0,02MG + 0,1MG  X 63;GH0791 - Etinilestradiol + Levonorgestrel | A101 | Oral | 0.02 mg + 0.1 mg | [31-90];GENERIS;0,4;6,495;9,35;0,06
5704820;ETORICOXIB AUV COMP REVEST 60MG 20;GH1105 - Etoricoxib | A101 | Oral | 60 mg | [1-28] unidades;GENERIS;0,25;3,147;4,53;0,06
5704812;ETORICOXIB AUV COMP REVEST 90MG 20;GH1106 - Etoricoxib | A101 | Oral | 90 mg | [1-28] unidades;GENERIS;0,45;4,734;6,35;0,06
5704465;ETORICOXIB AVT 30 x 20;GH1104 - Etoricoxib | A101 | Oral | 30 mg | [1-28] unidades;GENERIS;0,25;2,595;3,9;0,06
5704663;ETORICOXIB MG GES  60 X 20;GH1105 - Etoricoxib | A101 | Oral | 60 mg | [1-28] unidades;GENERIS;0,35;2,946;4,3;0,06
5704671;ETORICOXIB MG GES  90 X 20;GH1106 - Etoricoxib | A101 | Oral | 90 mg | [1-28] unidades;GENERIS;0,45;4,463;6,03;0,06
5704630;ETORICOXIB MG GES 30 X 20;GH1104 - Etoricoxib | A101 | Oral | 30 mg | [1-28] unidades;GENERIS;0,25;2,424;3,7;0,06
5022561;EXXELIR 600MG 20 CP EF MG;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;4,95;6,95;0,06
5740048;EZETIMIBA AUROVITAS 10 MG X 28 ;GH1125 - Ezetimiba | A101 | Oral | 10 mg | [21-60] unidades;GENERIS;0,55;6,495;9,35;0,06
5730528;EZETIMIBE GENERIS 10MG 28 CP;GH1125 - Ezetimiba | A101 | Oral | 10 mg | [21-60] unidades;GENERIS;0,55;9,466;14,89;0,06
5763164;FEBUXOSTATE GENERIS 80 MG  28 ;GH1151 - Febuxostate | A101 | Oral | 80 mg | [21-60] unidades;GENERIS;0,5;11,384;17,07;0,06
4071189;FELODIPINA AUV 10MG 56 CP;GH0274 - Felodipina | A102 | Oral | 10 mg | [21-60];GENERIS;0,5;10,37;15,92;0,06
4069787;FELODIPINA AUV 5MG 56 COMP;GH0182 - Felodipina | A102 | Oral | 5 mg | [21-60];GENERIS;0,5;6,897;9,81;0,06
5760764;FENOFIBRATO  GENERIS 267MG X 30;GH0000 - Sem Grupo Homogéneo;GENERIS;0,2;2,404;3,68;0,06
5589247;FENOFIBRATO MG GES 145 MG X 50;GH1007 - Fenofibrato | A101 | Oral | 145 mg | [21-60];GENERIS;0,3;5,842;8,61;0,06
5119250;FENTANILO AUV 100MICROG/H 5 SIST TRANSD;GH0567 - Fentanilo | A204 | Transdérmica | 100 µg/h | [1-30];GENERIS;0,1;22,104;32,87;0,06
5119227;FENTANILO AUV 25MICROG/H 5 SIST TRANSD;GH0564 - Fentanilo | A204 | Transdérmica | 25 µg/h | [1-30];GENERIS;0,1;6,696;9,58;0,06
5119235;FENTANILO AUV 50MICROG/H 5 SITEMAS TRANSD;GH0565 - Fentanilo | A204 | Transdérmica | 50 µg/h | [1-30];GENERIS;0,1;12,409;18,23;0,06
5119243;FENTANILO AUV 75MICROG/H 5 SIST TRANSD;GH0566 - Fentanilo | A204 | Transdérmica | 75 µg/h | [1-30];GENERIS;0,1;17,46;23,96;0,06
5115159;FINASTERIDA AUB MG 5 MG 60 CPR REV;GH0379 - Finasterida | A101 | Oral | 5 mg | [21-60];GENERIS;0,5;7,804;11,54;0,06
5722855;FINASTERIDA GENERIS 5 MG   - 60 ;GH0379 - Finasterida | A101 | Oral | 5 mg | [21-60];GENERIS;0,5;8,647;12,5;0,06
5720057;FINASTERIDA GENERIS PHAR 1 MG  X 28;GH0000 - Sem Grupo Homogéneo;GENERIS;0,4;15,472;21,7;0,06
5722939;FINASTERIDA LABESFAL 5 MG   - 56 ;GH0379 - Finasterida | A101 | Oral | 5 mg | [21-60];GENERIS;0,5;7,201;10,85;0,06
4666889;FLOXAPEN CAPS 500MG 24 CAPS;GH0444 - Flucloxacilina | A101 | Oral | 500 mg | [14-32];GENERIS;0,1;7,573;11,27;0,06
5594700;FLUCLOXACILINA MG GES 500 MG X 24;GH0444 - Flucloxacilina | A101 | Oral | 500 mg | [14-32];GENERIS;0,35;3,8;5,28;0,06
5399902;FLUCONAZOL AUB MG 100 MG 14 CAP;GH0319 - Fluconazol | A101 | Oral | 100 mg | [8-14];GENERIS;0,45;22,948;33,82;0,06
5399910;FLUCONAZOL AUB MG 150 MG 1 CAP;GH0183 - Fluconazol | A101 | Oral | 150 mg | [1];GENERIS;0,4;2,555;3,85;0,06
5399928;FLUCONAZOL AUB MG 150 MG 2 CAP;GH0184 - Fluconazol | A101 | Oral | 150 mg | [2];GENERIS;0,45;4,423;5,99;0,06
5400007;FLUCONAZOL AUB MG 200 MG 14 CAP;GH0277 - Fluconazol | A101 | Oral | 200 mg | [8-14];GENERIS;0,4;33,934;46,2;0,06
5399977;FLUCONAZOL AUB MG 200 MG 7 CAP;GH0276 - Fluconazol | A101 | Oral | 200 mg | [1-7];GENERIS;0,4;15,944;22,24;0,06
5399837;FLUCONAZOL AUB MG 50 MG 7 CAP;GH0185 - Fluconazol | A101 | Oral | 50 mg | [1-7];GENERIS;0,4;5,039;7,69;0,06
5660972;FLUCONAZOL AUROVITAS 150MG 1 CAP;GH0183 - Fluconazol | A101 | Oral | 150 mg | [1];GENERIS;0,51;1,52;2,67;0,06
5660964;FLUCONAZOL AVT 100 MG 14 CAPS;GH0319 - Fluconazol | A101 | Oral | 100 mg | [8-14];GENERIS;0,51;21,753;32,48;0,06
5661004;FLUCONAZOL AVT 150 MG 2 CAPS;GH0184 - Fluconazol | A101 | Oral | 150 mg | [2];GENERIS;0,51;2,585;3,89;0,06
5661152;FLUCONAZOL AVT 200 MG 14 CAPS;GH0277 - Fluconazol | A101 | Oral | 200 mg | [8-14];GENERIS;0,51;31,795;43,79;0,06
5661145;FLUCONAZOL AVT 200 MG 7 CAPS;GH0276 - Fluconazol | A101 | Oral | 200 mg | [1-7];GENERIS;0,51;15,984;22,28;0,06
5660923;FLUCONAZOL AVT 50 MG 7 CAPS;GH0185 - Fluconazol | A101 | Oral | 50 mg | [1-7];GENERIS;0,51;5,049;7,7;0,06
5721972;FLUCONAZOL GENERIS 100 MG X 14 ;GH0319 - Fluconazol | A101 | Oral | 100 mg | [8-14];GENERIS;0,4;28,682;40,28;0,06
5722020;FLUCONAZOL GENERIS 150 MG X 1 ;GH0183 - Fluconazol | A101 | Oral | 150 mg | [1];GENERIS;0,4;2,555;3,85;0,06
5722038;FLUCONAZOL GENERIS 150 MG X 2 ;GH0184 - Fluconazol | A101 | Oral | 150 mg | [2];GENERIS;0,5;4,423;5,99;0,06
5722046;FLUCONAZOL GENERIS 200 MG X 14 ;GH0277 - Fluconazol | A101 | Oral | 200 mg | [8-14];GENERIS;0,4;41,808;55,08;0,06
5722053;FLUCONAZOL GENERIS 200 MG X 7 ;GH0276 - Fluconazol | A101 | Oral | 200 mg | [1-7];GENERIS;0,4;20,467;31,03;0,06
5721964;FLUCONAZOL GENERIS 50 MG X 7 ;GH0185 - Fluconazol | A101 | Oral | 50 mg | [1-7];GENERIS;0,4;7,321;10,99;0,06
4582284;FLUOXE MG GES CAPS 20 MG X 56;GH0075 - Fluoxetina | A101 | Oral | 20 mg | [21-60];GENERIS;0,5;7,502;11,19;0,06
3653987;FLUOXE MG GES SOL OR 4 MG /ML 140ML;GH0186 - Fluoxetina | A112 | Oral | 4 mg/ml | >74;GENERIS;0,4;5,391;8,09;0,06
5712039;FLUOXETINA AUROVITAS 20 MG 60 CÁPS;GH0075 - Fluoxetina | A101 | Oral | 20 mg | [21-60];GENERIS;0,5;3,89;5,38;0,06
5465810;FLUSIDON GES SOL OR 0,8 MG/ML 200 ML;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;4,25;6,75;0,06
5465828;FLUSIDON GES SOL OR 1,6 MG/ML 200 ML;GH0000 - Sem Grupo Homogéneo;GENERIS;0,15;4,25;6,95;0,06
5219415;FLUVASTAT MG GES CAPS 20MG X 28;GH0696 - Fluvastatina | A101 | Oral | 20 mg | [21-60];GENERIS;0,1;3,559;5,0;0,06
5219456;FLUVASTAT MG GES CAPS 40 MG X 56;GH0698 - Fluvastatina | A101 | Oral | 40 mg | [21-60];GENERIS;0,25;9,788;15,26;0,06
